page_url,default_url,notice_board_name
https://humanities.pusan.ac.kr/humanities/12779/subview.do,,
https://bkorea.pusan.ac.kr/bkorea/16906/subview.do,,
https://japan.pusan.ac.kr/japan/17131/subview.do,,
https://french.pusan.ac.kr/french/21555/subview.do,,
https://russia.pusan.ac.kr/russia/63860/subview.do,,
https://china.pusan.ac.kr/china/26533/subview.do,,
https://pnuenglish.pusan.ac.kr/pnuenglish/15940/subview.do,,
https://german.pusan.ac.kr/german/25194/subview.do,,
https://hanmun.pusan.ac.kr/hanmun/20474/subview.do,,
